actorID,actorName,birthYear,nationality
552040,Christopher Saunders,1906,Finland
334553,Nancy Vasquez,1915,Belgium
854789,Gina Lee,1920,Norway
302357,Roberto Davis,1963,Netherlands
645473,Veronica Quinn,1918,Austria
448052,Lori Brown,1957,Austria
881354,Laura Chang,1936,United States
784304,Patricia Cook,1959,Norway
155536,Natalie Wallace,1986,Netherlands
429507,Megan Ward,2003,Ireland
736937,Steven Williams,1928,United Kingdom
470888,Seth Petty,1989,Netherlands
592210,Lisa Gamble,2016,Norway
550372,Jose Carpenter,1993,Netherlands
136530,Alexandra Williams,1970,Sweden
682890,Devin Boone,1929,United Kingdom
122712,Sandra Armstrong,1979,Colombia
379959,Hunter Maddox,1981,Italy
570290,Ruth Russell,2007,Sweden
519601,Jade Young,1927,Cuba
241692,Jenna Carroll,2015,United States
239960,Carolyn Hawkins MD,1989,Italy
811744,Victoria White,1977,Cuba
781734,Diana Wright,1941,Canada
145048,Robin Conley,1909,Belgium
124851,Brandon Fleming,1960,Ecuador
174544,Erin Johnson,1912,Belgium
513322,Elizabeth Klein,1959,Ireland
389637,Deborah Bass,1933,Belgium
742072,Michelle Barker,1945,Belgium
534099,Ryan Fleming,1966,Austria
359773,Christopher Sanders,1979,Sweden
550758,Kellie Martin,1965,Portugal
280792,Allison Wade,2010,Sweden
726321,Betty Tucker,1919,Mexico
850357,Nicholas Spence,1958,Ireland
821487,Amanda Floyd,1942,United Kingdom
864329,Heather Jacobs,1957,Norway
973338,Samantha Thompson,1969,Spain
593100,Crystal Cook,1908,Austria
722231,Dana Reyes,1975,Spain
865437,Amy Henderson,1901,Venezuela
491027,Joseph Miller,1937,Switzerland
857624,Tony Lee,1940,Canada
209042,Mary Barnes,2016,Germany
875886,Brady Campbell,1989,Germany
701837,Brandy Brown,1946,United States
613154,Sean Bell,1942,Ireland
378827,Scott White,1996,Venezuela
985570,Jessica Campbell,1975,Portugal
494690,Ryan Shaw,1934,Venezuela
104849,Monica Thomas,1924,Sweden
772077,William Shepherd,1928,Colombia
841332,Mark Collins,2006,Mexico
935754,Dustin Zimmerman,1907,Canada
784134,Mr. Edward Martin,1908,Canada
619160,Aaron Bond,1904,Canada
352457,Chris Hernandez,1938,Norway
866525,Patricia Pope,1917,Norway
315716,Paul Carter,1957,Italy
443041,Brandon Mitchell,2005,Spain
940085,Stacy Villa,1903,France
301566,Rhonda Banks,2014,Mexico
850635,Cathy Green,1939,Italy
256977,Jessica Kelley,2008,Switzerland
768575,Mark Brown,2011,Sweden
106322,Anthony Wallace,1985,United States
694212,Aaron Smith,1995,Switzerland
160252,Allen Hicks,1912,Finland
217217,Cameron Parks,1968,United States
881575,Victoria Brooks,1900,Belgium
502710,Kelly Taylor,1902,Cuba
583371,Brenda Villa,1999,United States
413818,Jon Lewis,1926,United Kingdom
184586,Brian Kennedy,1955,Venezuela
850641,Shaun English,1932,Iceland
784687,Juan Simon,2014,Venezuela
843614,Jasmine Taylor,1934,Sweden
222547,Shawn Richardson,1977,Italy
623683,Christy Blanchard,1965,Denmark
823875,Norma Rodriguez,1996,Netherlands
745804,Emily Sellers,2003,France
944328,Kirk Taylor,1901,Sweden
935548,Kevin Rivera,1932,Colombia
483829,Dawn Poole,1941,Canada
630816,Keith Conley,1950,Finland
210490,Justin Jackson,1973,Belgium
850989,David Watson,2012,Cuba
112395,Raymond Wade,1983,United Kingdom
294725,Timothy Montes,2000,Canada
977744,Megan Wilson,1932,Portugal
216136,Debra Thompson,1943,Cuba
592207,Miss Erika Mosley,1999,Sweden
627151,Tonya Baird,1934,Norway
448127,Claudia Haynes,1930,Venezuela
150774,Stephanie Chen,1930,Sweden
679404,Louis Andrews,1901,Iceland
334621,Logan Johnson,1945,Portugal
516814,Brent Jones,1970,Norway
359918,Barbara Gomez,2006,Switzerland
398763,Julia Gonzales,1914,Portugal
835591,Malik Watson,2016,Netherlands
909190,Darryl Ortiz,1998,Norway
109363,Tracy Brown,1990,Finland
806129,Michael Lopez,1997,Netherlands
715014,Margaret Anderson,1918,Ecuador
549110,Chad Dixon,1999,Ecuador
234982,Shawn Gross,1988,Mexico
160868,Natalie Fitzpatrick,1951,United States
153084,Helen Gray,1913,Austria
745968,Jonathan Hester,2016,Canada
332043,Hannah Arnold,1994,Germany
249226,Valerie Wall,1999,Switzerland
706223,Stacy Austin,1932,Switzerland
890480,Angela Evans,1964,Cuba
372551,Paul Cox,1989,Spain
235414,Bryan Hudson,2001,Germany
154710,Bernard Hernandez,2005,Venezuela
214559,Heather Ward,1909,United Kingdom
541847,Laura Riley,2006,Ireland
776751,Eric Cook,1981,Mexico
455512,Thomas Stevens,1989,Ecuador
452727,Stuart Graham,1935,Netherlands
717794,Joseph Robles,2008,France
248670,Sherry Houston,2006,Ecuador
960353,Robert Smith,1991,United Kingdom
628763,Amy Montoya,2007,Belgium
196528,Sheila Farmer,1952,Canada
750867,Sheri Mendoza,1912,Portugal
907582,Sara Nelson,2008,Portugal
214904,Anne Allen,2012,Netherlands
106634,Samantha Ochoa,1972,Venezuela
542782,Susan Dougherty,1955,Netherlands
157803,Dalton Dunn,1979,Germany
235287,Julian Woodward,1923,France
254359,Aaron Scott,1927,Finland
809445,Matthew Fischer,1970,Venezuela
886467,Randall Griffith,1990,Norway
793138,Cassandra Miller,1953,Netherlands
434602,Adam Quinn,1985,Spain
347311,Joshua Chen,1993,Portugal
854333,Roberto Sexton,1976,Sweden
370166,Stephen Jones,1909,Mexico
240516,Ruben Martin,1909,Colombia
914557,Angel English,1987,Venezuela
754952,Catherine Thomas,1965,Spain
384785,Ana Foster,2004,Iceland
455766,James Alvarado,1940,Switzerland
480063,Jeffery Wilcox,1960,Sweden
182378,Michelle Mejia,1976,Portugal
310412,Linda Lee,1963,Sweden
108774,Cynthia Fowler,1948,France
318288,Aaron Lewis,1959,Cuba
699496,Deborah Lang,1900,Sweden
320156,Kenneth Lewis,1959,Germany
424249,Antonio Lane,1919,Denmark
972197,Ryan Shea,2010,Netherlands
392841,Alicia Hernandez,2013,Colombia
404345,Stephen Harmon,2011,Iceland
235245,Patrick Bell,1944,Germany
135950,Miranda Hansen,1957,Canada
729125,Tracy Atkins,1974,Portugal
722977,Lindsey Morton,1960,Denmark
573949,Jason Bird,1928,Venezuela
807995,John Smith,1970,Italy
541348,Dr. Brian Edwards DDS,1936,Iceland
489270,Joshua Yoder,1956,Denmark
458388,Robert Ware,1912,Ireland
647754,Andrea Bullock,1995,Mexico
416792,John Hanson,1964,Venezuela
900798,Judith Miller,1900,United States
781240,Steven Dougherty,1949,Germany
616463,Jacob Hernandez,1977,United States
396450,Samuel Griffith,1952,Germany
285372,Joann Hall,1938,Canada
965592,Jessica Smith,1949,Ireland
410208,Samuel Morse,2013,Ecuador
186538,Kenneth Williams,1989,Switzerland
158606,Eric Wallace,2001,Netherlands
451072,Stephanie Miller,1911,Mexico
157716,Meagan Vasquez,1960,Venezuela
295504,Edward Cooke,1938,Germany
641636,Scott Shields,1911,Italy
193787,Colleen Johnson,1988,Ireland
416910,Nicole Mason,1904,Austria
416669,Allison Aguilar,1914,Belgium
670188,Michael Murray,1975,Iceland
585122,Angela Pearson,1916,Finland
607915,Carl Reed,1914,Canada
639105,Joel Williams,1948,United Kingdom
268959,John Cox,1962,Ecuador
705115,Melissa Santiago,1948,Ireland
160565,Kevin Young,1911,Finland
139261,Ryan Morse,1971,Austria
289574,Jessica Johnson,1903,Canada
375529,Amy Wright,2006,Denmark
119167,Charles Myers PhD,1988,Netherlands
955576,Michelle Thomas,2012,Ecuador
190823,David Smith,1958,Austria
129430,Wendy Li,1918,United Kingdom
845332,Deborah Flynn,1999,Denmark
105934,Christina Wolfe,2008,Netherlands
912031,Ashley Higgins,1987,France
238678,Jennifer Greene,1975,Austria
787809,Jeffrey Cooper,1953,Finland
898283,Ryan Flores,1997,Norway
546342,Michael Lam,2015,United States
890432,Lauren Lara,1971,Germany
236016,Miranda Brown,1988,Netherlands
796467,Megan Campos,1984,Spain
222170,Lisa Watson,1958,Sweden
654105,Alexander Miller,1964,Colombia
867308,Monica Howard,1902,Ireland
568223,Tina Gonzalez,1983,Portugal
765224,Amanda Walker,1951,Mexico
998079,Sara Rowe,1926,Portugal
200420,Joan Marsh,1954,United Kingdom
411944,Michael Thomas,1908,United States
594157,Christine Johnson,1959,Sweden
895844,Diana Wang,1996,Mexico
646791,Joseph Ramirez,1923,Ireland
914813,Kyle Williams,2007,Spain
573453,Mark Kane,1987,Cuba
404430,Jade Sellers,1996,Mexico
848812,Lori Ellis,1916,Spain
747505,Edward Adams Jr.,1942,Sweden
641929,William Baker,2004,Netherlands
361178,Amber Carter,1948,United States
129395,Leah Gardner,1979,United States
679501,Juan Marquez,1961,Belgium
958300,Misty Davidson,1916,Mexico
277672,Jose Stuart,1921,Spain
874408,Jamie Morales,2004,Netherlands
331316,Kelsey Watson,2010,Ireland
590394,Sheri Owens,1969,Ecuador
532866,Brendan Leon,1986,Spain
297464,Michael Young,1924,Colombia
397201,Jesse Rivera,1975,France
334302,Shannon Jimenez,1951,Colombia
998625,Brandon Patterson Jr.,1946,Netherlands
718033,Phillip Williamson,1974,Austria
526534,Vernon Collins,1939,Sweden
319421,Daniel Anderson,1996,Ecuador
581591,Megan Bender,1951,Mexico
433314,Katelyn Wilson,1959,United States
964195,Roger Foley,1942,Mexico
728060,Alexandra Lin MD,1920,Germany
333442,John Hubbard,1908,Ecuador
299982,Deanna Reese,1962,Switzerland
988222,Michael Davis,1922,France
303754,Terry Everett,1973,Finland
915447,Michelle Gonzalez,1985,United States
944819,Sarah Adams,1917,Norway
457973,John Jones,1921,United States
643650,Robert Thomas,1990,Colombia
597426,Karen Nelson,1997,Austria
502735,Michelle Yates,1940,Switzerland
745067,Jamie Campbell,1926,Netherlands
348752,Angela Butler,1902,Sweden
373486,David Brown,1989,Sweden
535133,Ian Shaw,2008,Germany
603877,Austin Bautista,1937,Sweden
355681,Jordan Bowers MD,2009,France
853245,Michelle Terry,1908,Ireland
212139,Anthony Wells,1939,Finland
616357,Gloria Green,1914,Switzerland
136650,Matthew Harper,1975,Portugal
878615,Nicholas Cook,1909,Colombia
274251,James King,1977,Ecuador
780543,Tyler Wilson,1942,Ireland
362899,Benjamin Sandoval,2002,Austria
598087,Dorothy Lane,1914,Portugal
131555,Shawn Deleon,1973,Colombia
776821,Phillip Howe,1980,Spain
695793,Philip Herrera,1956,Mexico
373943,Walter Murphy,1914,Germany
788757,Tina Hughes,2003,Sweden
814521,Roger Wilson,1980,Belgium
458122,Lisa Parsons,1982,Denmark
817032,Matthew Marsh,1980,Sweden
820892,Jessica Thompson,1941,Canada
772847,David Schmidt,2010,Switzerland
807012,Mackenzie Richards,1931,Netherlands
387865,Timothy Johnson,1912,Iceland
659064,Monica Gentry,1921,Netherlands
992672,Charles Dennis,1969,Denmark
932956,Dawn Webster,1966,Germany
519098,Jamie Randolph,1952,Norway
613421,Gary Harrison,2007,Ecuador
899350,Jay Gill,1951,Sweden
723437,Julia Nguyen,1977,Ireland
916175,Jessica Lee,1984,Venezuela
518414,Brian Nelson,1961,Germany
539108,Mike Smith,1996,Italy
631374,Mark Thompson,1979,Cuba
669438,Daniel Scott,1939,Cuba
274319,Connie Gomez,1975,Ireland
449956,Megan Dalton,1927,Colombia
848428,Kevin Bray,1939,Canada
681984,Rebekah Castro,1940,Norway
738102,Dr. Beverly Camacho,1907,Italy
578709,Ashley Alvarado,2001,United Kingdom
706884,Martin Carter,1970,Germany
329954,Megan Weaver,1919,Belgium
583800,Glenn Watts,1959,France
124496,Kenneth Davis,1934,Ecuador
786570,Tammy Beasley,1983,Cuba
735193,Michelle Long,1938,Venezuela
349908,Desiree Johnson MD,2007,Canada
538432,Matthew Gray,1922,United States
240586,Angela Ortiz,1971,Cuba
325510,Monica Davis,1974,Ecuador
652047,Eric Johnson,1990,Cuba
281949,Heather Wilson,1941,Mexico
851519,Michael Williams,1999,Colombia
349030,Barry Hart,1927,Switzerland
636507,Christian Johnson,1946,Switzerland
518154,Courtney Flores,1996,Austria
600069,Jaclyn Winters,1960,Spain
797233,James Andrade,1942,Switzerland
624709,Christopher Mills,1975,Norway
138839,Jordan Mercer,2005,Canada
522798,Brett Benitez,1954,Finland
269385,Theodore Perez,1953,Switzerland
250107,Elizabeth Murphy,1903,Austria
818748,Joseph Jones,1928,Netherlands
317930,Ashlee Long,1924,Switzerland
851933,Rodney Moore,1978,Netherlands
763893,Jessica Bridges,1951,Austria
388846,Nicole Rivera,1951,Austria
960161,David Chen,1915,Austria
917677,James Brown,1976,United Kingdom
500930,James Ortega,1973,Norway
296726,Deanna Lawson,1988,Austria
923618,Pamela Morgan,1926,Mexico
797697,David Turner,1942,Sweden
226492,Warren Gill,1914,Canada
503822,Vicki Figueroa DVM,1947,Sweden
223829,Brian Fowler,1967,Belgium
829819,Melinda Freeman,1900,Spain
627272,Joseph Scott,1924,Mexico
459125,Thomas Roberts,2004,Germany
501920,Emily Jones,1949,Cuba
942655,Joseph Bryant,2016,Colombia
390074,Jonathan Lutz,1940,United Kingdom
503604,Katie Armstrong,2005,Iceland
436161,Joseph Vaughan,1916,Germany
458303,Curtis Rodriguez,1992,Finland
466992,Gregory Burns,1965,United Kingdom
101793,Jesse Preston,1949,Finland
846663,Allison White,1968,Denmark
682535,Donald Turner,1936,Netherlands
260972,John Ryan,1967,Portugal
621532,Grace Mendoza,1939,Ecuador
187552,Susan Gibbs,1947,Norway
391182,Lisa Pierce,1957,Netherlands
983949,Brian Lee,1958,Switzerland
585454,Angelica Douglas,1995,Ecuador
121022,Erica Williams,1912,Portugal
348870,Pamela Howell,1905,Iceland
933025,Andrew Hernandez,1918,Belgium
677568,Monica Cole,1978,Colombia
619636,Brandon Cook,1919,United States
212316,Shawn Gomez,1952,Netherlands
692272,Lisa Williams,2013,Colombia
981467,Scott Bishop,1916,United States
843711,Theresa Simmons,1920,Ireland
646858,Megan Hernandez,1916,Norway
172299,Laura Bowen,1901,Ireland
399740,Jacob Lucas,2016,Canada
123321,William Medina,2016,Netherlands
329591,Jason Carpenter,1946,Norway
820854,Marc Wilkerson,2012,Iceland
699124,Jacob Dixon,1990,Belgium
901286,Frank Sanders,1998,Ireland
745468,Shannon Bennett,1900,Germany
687501,Kendra Davis,1979,Spain
795922,Sean Hernandez,1939,Ireland
414265,Alisha Jensen,1940,Belgium
388820,Maria Wilson,2003,Norway
811310,Paula Weber,1901,France
239281,Cynthia Kirby,1934,Ireland
776950,James Arellano,1990,Switzerland
892474,Christopher Whitehead,1986,Germany
704832,Theresa Reed,1974,Canada
428749,Steven Richardson,1920,Finland
747034,Jennifer Simmons,1998,Colombia
844741,Michael Figueroa,1927,Switzerland
779150,Brianna Watson,1956,Cuba
660170,Jerry Simpson,1963,Mexico
244550,Kirk Chen,2008,Italy
842621,Nicole Garcia,2003,Denmark
829796,Dawn Love,1949,United Kingdom
227865,Curtis Hawkins,1979,Sweden
426382,Pamela Cox,1978,Iceland
256548,Jessica Rodriguez,1964,Portugal
834046,Tracey Taylor,2004,Spain
625186,Natasha Mckinney,1983,Switzerland
597638,Brandon Smith,1957,Finland
659595,Amanda Cross,1928,Austria
928031,Erin Walters,1993,Ecuador
437620,Wayne Mathis,1957,Austria
609789,Mrs. Maria Patterson DVM,1907,Portugal
934316,Jasmine Gomez,1931,Cuba
827885,Justin Reyes,1963,Ecuador
639934,Barbara Smith,1950,Iceland
678629,Larry Benitez,2006,Cuba
103148,Amy Reid,1989,Belgium
525993,Sharon Lee,1948,Austria
567270,Terry Diaz,1913,Ireland
955633,Brett Lee,1979,Switzerland
433342,Calvin Hurley,1978,Mexico
462456,Daniel Carr,1929,Iceland
484005,James Dougherty,1983,Norway
621997,Brandon Porter,2009,Ireland
510455,Joshua Williams,1946,Portugal
272168,Sarah Lucas,1975,United Kingdom
708757,Rachel Sutton,1938,United Kingdom
609036,Ashley Skinner,2007,Sweden
491688,Nancy Moody,1970,United Kingdom
317667,Natalie Cunningham,1907,United Kingdom
187277,Johnny Long,1908,Switzerland
230948,Brian Cummings,1930,Netherlands
122415,John Dennis,1995,Venezuela
887579,Beth Nguyen,1915,France
589368,Linda Lamb,1986,Venezuela
574130,Todd Munoz PhD,1981,Venezuela
160228,Jennifer Blake,1904,Denmark
261359,Crystal Bowman,1900,Finland
417018,Michelle Johnson,1983,Sweden
115751,Tiffany Roberts,1909,Venezuela
710831,Hannah Scott,2005,France
282308,Lindsey Avila,2007,Spain
111732,Michael Villanueva,1921,Denmark
836355,Leslie Harris,1958,Austria
652393,Lisa Mcclure,1945,Netherlands
989359,Lisa Garcia,1985,Portugal
820429,Susan Cohen,2014,Switzerland
900841,Stephanie Rowe,1922,Austria
511393,Patrick Stevens,1927,United Kingdom
164272,Gerald Proctor,1955,Sweden
445575,Stephanie Young,1913,Norway
527872,Johnny Becker,1965,Austria
783156,Robert Oliver,2008,Belgium
165660,Jonathan Young,1973,Ireland
321889,Adam Rivas,1950,United Kingdom
550676,Stephanie Burns,1947,United States
594779,James Rodriguez,1996,Netherlands
968594,Denise Mcclure,1994,Switzerland
855238,Michael Shields,2004,Netherlands
868908,Rhonda Ellis,2002,Belgium
477029,Albert Romero,1917,Ireland
992002,Amanda Rhodes,1953,Portugal
127725,Laura Levy,1937,Sweden
919648,Richard Hancock,1974,Spain
966664,William Whitaker,1901,Sweden
324930,Kelli Moore MD,1950,Canada
123730,Sheena Owens MD,1945,Ecuador
213721,Christopher Gamble,1969,Italy
366157,Bradley Ramirez,1991,Ecuador
906850,Jeffrey Browning,1907,Norway
411223,Amanda Wright,1914,Austria
787213,Susan Brown,1902,Austria
695683,Bryan Morales,2004,Switzerland
169666,Eric Contreras,2010,Mexico
813203,Michael Hernandez DDS,1928,Denmark
984230,Kiara Gray,1913,Sweden
359551,Stephanie Arias,1918,Finland
494305,Bridget Rivera,2005,Switzerland
119443,Scott Miller,1946,Mexico
699911,Brian Waters,1954,Italy
563081,Travis Stephens,1916,Italy
476411,Amanda Ryan,1969,Portugal
610569,Emily Bryant,1951,Ecuador
587283,Sean Farley,1913,United Kingdom
754590,Kimberly Stewart MD,2004,Netherlands
782005,David Werner,2003,Germany
605138,Stephanie Neal,1996,Sweden
877070,Ian Mccoy,1932,Mexico
630800,Anne Howard,1966,Finland
868488,Steven Riggs,1994,Canada
872759,Michael Kelly,1985,Mexico
527091,Cynthia Hall,1954,Denmark
840468,Sharon Boyd,1910,Sweden
151607,Andrew Collins,1980,Colombia
814218,Caleb Lowe,1967,France
165956,Brandon Mclean,1917,Italy
488144,Kimberly Brooks,1952,Spain
470750,Haley Smith,1908,Sweden
293927,Dale Greer,1963,Netherlands
402106,Joseph Reyes,2009,Spain
736726,Michael Mitchell,1976,France
524665,Mark Bell,1903,Netherlands
566367,Samuel Chambers,1903,Iceland
301432,Kathleen Stone,1949,Iceland
712411,Michael Collins,1966,Sweden
747032,Timothy Brock,1974,Cuba
917438,Anthony Gaines,1977,Mexico
143669,Alexander Ramirez,1970,United Kingdom
676827,Victoria Stewart,1993,Denmark
628394,Rodney Lloyd,1976,Cuba
731848,Michael Harris,1909,Italy
676020,Jordan Duncan,1916,Italy
280967,Kenneth Ramirez,1965,Austria
684287,Shawn Johnson,2016,Denmark
134349,Kara Fritz,1967,Spain
698481,Anthony Potter,1935,Mexico
129476,Brian Smith,1963,Colombia
373687,Jade Edwards,1949,Finland
719869,Benjamin Day,1973,Netherlands
837212,Jordan Holland,1911,Netherlands
815156,Daryl Lambert,1915,Switzerland
458558,Kyle Tucker,1942,Denmark
699661,David Salas,1923,Italy
834595,Andrew Robinson,1940,Spain
883817,Derek Weaver,1980,Mexico
681701,Gabrielle James,2010,Netherlands
485888,Amanda Johnson,1966,Ecuador
735650,William Parks,1984,France
721479,Adrian Carter,1987,Cuba
174789,Victoria Oneal,2004,Iceland
554502,Rebecca Saunders,1936,Italy
344249,James Guerra,1935,Mexico
374852,Carol Hart,1965,Switzerland
256274,Amanda Pittman,1956,United States
349317,Cameron Price,1901,Denmark
273942,Valerie Carey,1909,Iceland
495220,Grace Bridges,1979,Canada
806958,Dr. Regina Morales,2004,Denmark
997219,Mr. Thomas Gentry,1960,Iceland
424870,David Robinson,1917,Venezuela
797119,Bobby Phillips,1923,Colombia
211118,Lee Dunn,1967,Venezuela
144941,Michael Carey,1912,Italy
977837,Megan White,1940,Netherlands
844360,Christopher Ray,1908,Cuba
988794,Scott Barrett,1925,United States
209991,Melvin Levy,1968,Canada
515527,Cindy Parker,1955,Belgium
102129,Rachel Short,1986,Spain
586735,Emma Davis,1963,Portugal
130442,Christopher Taylor,2011,Austria
405578,Zoe Peterson,1935,Iceland
494501,Tyler Bean,2014,United States
712875,Audrey Delgado,1951,United States
929770,Karen Ayala,1955,Canada
165249,Robert Joyce,1978,Ecuador
525394,Nicole Martin,1971,Belgium
678429,Susan Burton,1946,Spain
876856,Danielle Clark,1938,United Kingdom
890813,Benjamin Williams,1979,Iceland
908095,Paula Mcneil,1931,Venezuela
389354,Jose Brown,1910,Finland
327849,Chad Summers,1969,Mexico
753323,Michael Smith,1963,Cuba
555705,Tracy Sanders,1920,Norway
806177,Ronnie Keller,1932,Netherlands
362765,Patrick White,1987,United Kingdom
740451,Robin Cooper,1954,Spain
268881,Carl Parker,1973,Switzerland
842817,Katelyn Coleman,1901,Iceland
210718,Christina Liu,1995,Portugal
450056,Shirley Beck,1920,Finland
757062,Corey Morris,1912,Cuba
363041,Howard Bowen,1950,United Kingdom
728644,Rachel Leonard,1948,Colombia
591784,Joan Estes,1996,Belgium
597096,Makayla Houston,1962,Sweden
171148,Cynthia Holland,1910,Finland
240062,Theresa Edwards,2003,Finland
536279,Jeremy Harvey,2005,Spain
652109,Gregory Bowman,1951,Belgium
290221,Kaitlin Rivers,1905,Ireland
427636,Connor Gonzalez,1970,Mexico
585855,Tyler Scott,1951,Ireland
296848,Isaac Estes,1920,France
960708,Rachel Johnson,1985,Norway
858780,Lorraine Gould,1940,Ecuador
755845,Sarah Jones,1976,United Kingdom
916878,Yvonne Harris,1952,Iceland
214938,Kenneth Powell,1923,Switzerland
923215,Daniel Patterson,1948,Spain
711493,Krista White,1993,Mexico
315963,Bryan Garcia,1913,Denmark
287680,Ryan Hebert,2007,Canada
743833,Richard Moore,1916,United States
785491,Chelsea Johnson,1940,Germany
208306,Robert Hernandez,2006,Colombia
390855,April Johnson,1959,Ecuador
219319,William May,1901,Netherlands
396581,Brandon Taylor,1929,Cuba
443694,Victor Richmond,2008,United Kingdom
765955,Stephanie Long,1954,Portugal
748690,Maria Walters,1997,Colombia
116109,Randall Holt,1995,Portugal
181985,Jennifer Brown,1982,Ireland
504229,Shannon Adams,1993,Canada
838241,John Smith,1986,United States
630210,Scott Espinoza,1943,Ireland
150676,Rodney Brown,1943,Switzerland
828361,Marie King,2012,Norway
815531,William Smith,1925,Ecuador
645508,Monique Fitzgerald,1985,Iceland
234053,Cynthia Stone,1968,Netherlands
452843,Scott Matthews,1908,Netherlands
580877,Natasha Thomas,1905,Portugal
478766,Melanie Velasquez MD,1989,Switzerland
178601,Emily Welch,1993,Colombia
866364,Valerie Lewis,2014,Denmark
912123,Cynthia Newton,1915,Switzerland
546538,Kathy Lee,1970,Ecuador
463619,Nicholas Green,1964,Norway
570957,Heather Gonzalez,1938,United Kingdom
789066,Kristen Carr,1916,Netherlands
780750,David Young,1963,Ecuador
400766,Mr. Sean Burton,1928,Finland
402101,Robert Brown,1964,United Kingdom
119659,Wanda Johnson,2016,Portugal
695663,Franklin Guerrero,2014,Colombia
389435,Duane Stanley,2009,Germany
656758,Danielle Hernandez,1907,United States
678543,Whitney Hughes,1950,Denmark
606187,Amanda Martin,1957,Canada
677101,Elizabeth Ashley,1934,Colombia
149257,Jamie Lowe,1961,Switzerland
177312,Scott Allen,1927,Cuba
923457,Roy Alexander,1952,Germany
257688,Christine Mercer,1916,Belgium
911796,Mark Stafford,2015,United States
639378,Heather Ryan,1991,Portugal
500694,James Shepherd,1979,Norway
824333,Katherine Cruz,1937,Italy
573186,Edward Mcdowell,1929,Sweden
806808,Tracey Schmidt,1950,Cuba
834458,Daniel David,1979,France
800429,Allison Heath,1973,Norway
920076,David Rowe,1993,United States
703540,Sophia Miller,1906,Austria
837883,Melissa Rodriguez,1970,Colombia
522441,Christina Williams,1937,Portugal
615374,Monica Cisneros,1924,Canada
900900,Charles Haas,1919,United States
672381,Nicole Silva,1915,Portugal
210181,Emily Rodriguez,1910,Venezuela
643309,Stacey Gates,2003,Cuba
668651,Elizabeth Decker,1914,Switzerland
614627,Kathryn Thomas,2014,Finland
956754,Edward Jenkins,1940,Denmark
799945,Dale Hartman,1916,Ecuador
306704,Ashley Gonzalez,1912,Belgium
783317,William Rivera MD,1997,Cuba
968727,David Smith MD,1999,Canada
130118,Suzanne Bauer,2006,Iceland
112051,James Harper,1930,Ecuador
659312,Lauren Burns,1921,Austria
849681,Laurie Bass,1952,United Kingdom
487975,Charles Mccall,1934,Colombia
728616,Aaron Davis,1989,Ireland
702842,John Anderson,1967,Portugal
720348,Ethan Wade,1946,Portugal
716564,George Rogers,1939,France
768379,Eric Simpson,1934,Germany
490004,Lauren Williams,1986,Ecuador
636877,Jennifer Houston,1910,Spain
148071,Rose Hardy,1942,Ireland
948967,Sarah Torres DDS,2007,Denmark
134995,Susan Alvarado,1964,Sweden
671989,Kara Wood,1921,Canada
591553,Mandy Castro,1942,Italy
485166,Sarah Lozano,1974,Belgium
836421,Kathleen Myers,1973,Portugal
581905,Kent Johnson,1917,Canada
506821,Barbara Estrada,1922,Canada
448408,Nicholas Cooper,1979,Ecuador
188344,Raymond Campbell,1900,Portugal
522277,Brett Taylor,2003,United Kingdom
495084,Jacqueline Harrell,1957,Italy
875060,Jessica Mclaughlin,1955,Switzerland
408238,Lance Evans,1970,France
864622,Rebecca Vincent,1951,Italy
917016,Annette Macdonald,1926,Venezuela
904616,John Walker,2011,Colombia
570285,Christina Payne,1999,Austria
465878,Cheryl Shaw,1981,Cuba
391051,Morgan Morgan,1924,Ecuador
284688,Jessica Mccullough,1966,United States
975714,William Phillips,2012,Spain
929235,Bruce Sawyer,2009,Ecuador
603175,Cynthia Rojas DDS,2009,Ecuador
238969,Rebecca Wise,2010,Cuba
298443,Michelle Donovan,1927,Iceland
983825,Dr. Sarah Nelson,1922,Denmark
847047,Anna Contreras,1979,Mexico
446332,Keith Brown,1997,Germany
346028,Megan Carter,1974,Norway
131581,Andrew Boyd,1934,Denmark
591270,Melissa Diaz,1940,Portugal
974075,Angela Frederick,1954,Spain
120732,Rebecca Harrison,1987,United Kingdom
292026,Amy Morales,1970,France
726998,William Higgins,1948,Norway
853548,Robert Ali,1916,United States
214763,Andrew Huffman,1992,Italy
137439,Sherry Brooks,1968,Norway
535989,Stanley Brown,1950,Switzerland
633102,Alan Jones,1903,United States
326751,James Morse,1911,France
909833,James Andrade,1953,Cuba
668694,Mr. Cody White,1908,Germany
527895,Elijah Cline,1945,Colombia
490750,Linda White,1910,Ireland
827959,Melissa Smith,1987,Denmark
828503,Jonathan Mcknight,2012,Iceland
663445,Stephen Castillo,1913,Switzerland
163599,Kathryn Thomas,1926,Iceland
991035,Calvin Webb,1976,Ecuador
325801,Steven Sherman,1982,Venezuela
734439,Kimberly Garcia,1999,Austria
573184,Scott Rose,1964,Canada
750801,Haley Farmer,2001,Portugal
551711,Megan Smith,1982,Denmark
444967,Sherry Warren,1903,Sweden
896911,Cynthia Malone,1985,France
326203,Paul Collins,1956,United States
163267,Douglas Butler,1940,Mexico
942116,Cynthia Rasmussen,1925,Spain
777756,Melanie Velasquez,1968,United Kingdom
437367,Troy Klein,1938,Mexico
119182,Jacob Boyer,1999,Iceland
301850,Brooke Smith,2013,Spain
